"YEAR","STATEFIP","METRO","NCHILD","SEX","AGE","RACE","RACED","EDUC","EDUCD","SCHLTYPE","FTOTINC"
2009,17,1,1,2,25,1,100,6,65,1,22000
2009,17,4,2,2,25,1,100,7,71,2,10000
2009,17,4,0,2,23,1,100,8,81,1,34650
2009,17,0,0,2,19,1,100,7,71,2,100000
2009,17,4,0,2,23,1,100,10,101,3,6000
2009,17,1,1,2,22,3,303,6,63,2,43820
2009,17,1,0,2,19,3,303,6,63,2,43820
2009,17,4,0,2,23,1,100,7,71,2,30000
2009,17,4,0,1,22,1,100,6,61,1,30000
2009,17,0,0,2,20,1,100,7,71,3,73000
2009,17,2,0,2,21,2,200,7,71,1,68000
2009,17,4,0,2,22,1,100,10,101,2,7000
2009,17,4,0,2,23,1,100,10,101,3,177100
2009,17,1,1,2,25,1,100,10,101,1,42000
2009,17,4,0,2,19,7,700,6,63,1,4500
2009,17,3,0,1,22,2,200,7,71,1,101500
2009,17,1,0,2,20,2,200,6,63,2,9999999
2009,17,3,0,2,19,1,100,6,63,1,30000
2009,17,2,0,2,25,2,200,6,63,2,40000
2009,17,1,0,1,20,1,100,7,71,2,51100
2009,17,2,3,2,22,1,100,6,65,2,40000
2009,17,4,1,2,21,1,100,6,64,1,14000
2009,17,4,1,1,25,1,100,6,63,1,14000
2009,17,4,0,1,20,2,200,6,63,3,9999999
2009,17,2,0,1,23,7,700,4,40,1,50000
2009,17,4,2,2,25,1,100,7,71,2,75000
2009,17,4,0,1,21,1,100,6,65,1,75000
2009,17,4,0,1,23,1,100,6,63,1,87200
2009,17,4,0,1,20,1,100,6,63,1,87200
2009,17,1,0,2,19,1,100,6,63,1,51100
2009,17,3,0,2,25,1,100,10,101,1,40000
2009,17,1,0,1,21,1,100,6,63,1,600
2009,17,4,0,1,24,2,200,10,101,1,36900
2009,17,2,0,1,21,6,620,8,81,2,9000
2009,17,2,0,1,21,6,620,7,71,2,0
2009,17,2,0,1,21,6,620,7,71,2,0
2009,17,2,0,1,21,6,620,7,71,2,200
2009,17,2,0,1,20,1,100,6,63,3,9999999
2009,17,4,0,1,25,1,100,10,101,1,83000
2009,17,4,0,2,20,2,200,7,71,2,124800
2009,17,4,0,1,25,2,200,6,63,1,124800
2009,17,3,0,1,19,1,100,0,2,1,503500
2009,18,4,0,1,20,1,100,6,64,1,24000
2009,18,4,0,2,19,1,100,6,63,1,24000
2009,18,4,0,2,25,1,100,6,65,2,79600
2009,18,4,0,1,23,1,100,6,63,1,33500
2009,18,4,0,2,24,1,100,10,101,1,57000
2009,18,4,0,2,25,1,100,7,71,2,41900
2009,18,4,0,2,20,1,100,6,63,1,41900
2009,18,4,0,2,25,2,200,10,101,1,25000
2009,18,1,1,2,23,1,100,7,71,2,22000
2009,18,1,0,1,24,1,100,6,63,1,12000
2009,18,4,0,1,19,8,802,6,64,2,57300
2009,18,1,0,1,24,1,100,7,71,2,9999999
2009,18,2,0,1,25,1,100,6,63,1,97500
2009,18,2,0,2,22,1,100,7,71,2,97500
2009,18,2,0,1,20,1,100,7,71,2,9000
2009,18,4,0,2,20,1,100,7,71,2,3000
2009,18,4,0,2,19,1,100,6,63,2,5000
2009,18,4,0,2,20,1,100,6,65,2,9999999
2009,18,3,0,2,20,1,100,6,65,2,76400
2009,18,1,0,2,23,1,100,7,71,2,59000
2009,18,1,0,1,23,1,100,2,26,1,48200
2009,18,1,0,2,20,1,100,6,64,1,48200
2009,18,3,0,2,22,1,100,7,71,1,35000
2009,18,3,0,1,22,1,100,7,71,1,35000
2009,18,3,0,1,24,1,100,10,101,1,80300
2009,18,3,0,2,25,1,100,10,101,1,80300
2009,18,3,0,2,25,1,100,7,71,1,27000
2009,18,3,0,1,24,1,100,6,63,1,27000
2009,18,1,0,2,21,1,100,6,64,1,25000
2009,18,4,0,2,22,1,100,10,101,1,13000
2009,18,3,0,1,24,1,100,11,114,3,9999999
2009,18,3,0,2,19,1,100,6,65,3,9999999
2009,18,3,0,2,20,1,100,6,64,1,12000
2009,18,3,0,1,25,1,100,6,65,1,12000
2009,18,4,1,1,23,1,100,6,63,1,96200
2009,18,4,0,2,21,1,100,4,40,1,0
2009,18,1,0,2,20,1,100,6,63,1,15800
2009,18,4,0,2,20,1,100,10,101,2,9999999
2009,18,4,0,1,25,1,100,3,30,1,76000
2009,18,1,0,2,19,1,100,6,63,1,16000
2009,18,2,0,2,21,1,100,6,63,1,76000
2009,18,3,0,1,19,1,100,6,64,1,57800
2009,18,1,1,1,23,1,100,10,101,1,20000
2009,18,1,1,2,24,1,100,7,71,1,20000
2009,18,4,0,2,25,1,100,6,65,1,109900
2009,18,4,0,2,25,1,100,10,101,2,170
2009,18,4,0,1,23,1,100,10,101,1,170
2009,18,3,0,1,22,1,100,7,71,2,20000
2009,18,1,3,2,24,1,100,6,64,2,18900
2009,19,0,0,2,21,1,100,7,71,2,41220
2009,19,0,0,1,22,2,200,7,71,2,10100
2009,19,1,0,1,19,1,100,5,50,2,64600
2009,19,1,0,1,19,1,100,6,63,2,89000
2009,19,0,0,1,24,1,100,6,64,3,42800
2009,19,0,0,2,25,1,100,10,101,1,42800
2009,19,0,0,1,20,1,100,6,65,2,9999999
2009,19,0,0,2,19,1,100,7,71,2,9999999
2009,19,1,0,1,21,7,700,6,61,1,31000
2009,19,1,0,1,20,1,100,6,64,1,31000
2009,19,3,1,1,25,1,100,6,63,1,3510
2009,19,1,0,2,21,1,100,5,50,1,60800
2009,19,1,0,1,24,1,100,8,81,1,17000
2009,19,2,1,1,23,1,100,6,64,1,30000
2009,19,1,0,1,22,1,100,8,81,2,2000
2009,19,1,0,1,21,1,100,7,71,2,75800
2009,19,0,1,1,25,1,100,6,63,1,26000
2009,19,1,0,1,22,1,100,10,101,1,45000
2009,20,4,0,1,24,1,100,10,101,2,8000
2009,20,4,0,1,24,1,100,10,101,1,38000
2009,20,3,0,1,24,1,100,7,71,1,51500
2009,20,4,0,2,20,6,620,7,71,2,90500
2009,20,4,0,2,19,6,620,7,71,2,90500
2009,20,1,0,2,23,1,100,7,71,1,80000
2009,20,4,0,2,24,1,100,10,101,1,12400
2009,20,1,0,1,25,1,100,7,71,3,25000
2009,20,1,0,2,23,1,100,7,71,3,20000
2009,20,1,0,1,25,1,100,6,63,1,142700
2009,20,3,0,1,24,7,700,2,26,1,7300
2009,20,3,0,1,21,7,700,2,23,1,7700
2009,20,2,0,2,19,2,200,6,65,1,13000
2009,20,2,0,1,24,1,100,10,101,2,85000
2009,20,2,0,2,23,1,100,10,101,2,85000
2009,20,4,0,2,22,1,100,6,63,1,51000
2009,20,1,0,2,19,1,100,6,65,2,9999999
2009,20,4,0,1,24,1,100,10,101,1,63000
2009,20,2,0,1,23,1,100,7,71,3,4500
2009,21,0,1,2,21,2,200,6,63,1,40000
2009,21,0,0,1,22,1,100,7,71,1,95900
2009,21,4,0,1,22,1,100,6,63,1,71700
2009,21,1,1,2,21,1,100,5,50,1,0
2009,21,0,0,1,25,1,100,6,63,1,70000
2009,21,0,2,1,23,1,100,6,63,1,26000
2009,21,4,0,2,19,1,100,7,71,2,99150
2009,21,2,0,2,24,1,100,10,101,1,20000
2009,21,2,0,1,24,1,100,10,101,1,20000
2009,21,4,0,2,23,1,100,8,81,1,30200
2009,21,3,5,2,23,1,100,7,71,2,2000
2009,21,3,0,2,19,1,100,6,63,1,2000
2009,21,4,0,1,20,1,100,5,50,1,7800
2009,21,2,0,2,20,1,100,7,71,2,70500
2009,21,0,0,1,20,1,100,4,40,1,44200
2009,21,0,1,2,21,1,100,2,26,1,44200
2009,21,4,0,1,24,2,200,6,63,1,85200
2009,21,4,0,2,21,2,200,7,71,1,85200
2009,21,1,0,1,20,1,100,4,40,1,7200
2009,21,3,0,2,22,1,100,7,71,2,99500
2009,21,1,2,2,22,1,100,4,40,1,9710
2009,21,3,1,2,21,1,100,6,63,1,26300
2009,21,3,0,1,24,1,100,6,63,1,42000
2009,21,3,0,1,21,1,100,7,71,2,135200
2009,21,4,0,1,20,1,100,6,65,2,156300
2009,21,4,0,1,19,1,100,7,71,2,156300
2009,21,3,0,2,20,1,100,6,65,2,68000
2009,21,2,0,1,24,1,100,7,71,2,175000
2009,22,1,1,2,23,1,100,4,40,1,36100
2009,22,1,0,2,23,1,100,8,81,1,105600
2009,22,0,0,1,24,8,802,6,63,1,12800
2009,22,3,0,2,25,1,100,11,114,1,45140
2009,22,3,0,1,24,1,100,6,63,1,45140
2009,22,4,0,1,19,1,100,7,71,1,19500
2009,22,4,0,1,21,2,200,4,40,1,8000
2009,22,4,0,2,24,1,100,6,63,1,35000
2009,22,1,4,2,25,1,100,6,65,1,59300
2009,22,3,0,1,21,1,100,7,71,2,56000
2009,22,3,0,2,19,2,200,5,50,1,40000
2009,22,1,0,1,25,2,200,6,64,1,9999999
2009,22,1,0,2,22,1,100,6,63,1,40000
2009,22,1,0,1,20,1,100,6,63,1,25000
2009,22,4,0,1,21,2,200,6,63,1,50000
2009,22,4,0,1,19,2,200,6,63,1,50000
2009,22,2,0,2,24,1,100,7,71,1,19200
2009,22,1,3,1,23,1,100,4,40,1,55000
2009,22,1,3,2,22,1,100,5,50,1,55000
2009,22,4,3,1,22,1,100,6,64,1,10000
2009,22,4,3,2,22,1,100,6,63,1,10000
2009,22,3,0,1,23,1,100,10,101,3,152000
2009,22,3,0,1,24,1,100,6,65,2,36300
2009,22,4,1,1,25,1,100,10,101,3,16300
2009,22,4,1,2,23,1,100,10,101,1,16300
2009,23,1,0,1,19,1,100,6,63,1,71000
2009,23,0,0,1,19,1,100,6,65,2,9999999
2009,23,0,0,2,20,1,100,7,71,3,9999999
2009,23,1,0,1,23,1,100,7,71,2,83000
2009,23,1,0,2,21,1,100,7,71,2,158000
2009,23,1,0,1,25,1,100,7,71,1,116800
2009,24,2,0,1,22,2,200,6,63,1,16700
2009,24,3,0,1,25,3,361,6,64,1,141100
2009,24,3,0,1,21,2,200,3,30,1,112000
2009,24,3,0,2,24,1,100,8,81,1,180000
2009,24,3,0,1,22,1,100,7,71,2,180000
2009,24,3,0,1,25,2,200,10,101,3,69000
2009,24,3,0,2,24,1,100,11,114,1,52000
2009,24,2,0,1,22,2,200,7,71,2,27500
2009,24,3,0,1,22,2,200,6,63,1,71200
2009,24,3,0,2,21,1,100,7,71,2,40000
2009,24,3,1,2,24,1,100,8,81,1,104800
2009,24,3,0,1,19,1,100,7,71,2,2600
2009,24,3,0,1,19,1,100,6,63,2,500
2009,24,3,0,1,19,2,200,4,40,1,74700
2009,24,3,0,1,19,8,812,6,63,1,59500
2009,24,3,0,1,25,2,200,6,64,1,9999999
2009,24,3,0,1,20,1,100,6,63,1,57000
2009,24,3,0,2,25,2,200,7,71,3,60000
2009,24,3,0,1,24,2,200,6,65,1,84800
2009,24,3,0,1,23,2,200,8,81,3,84800
2009,24,0,1,1,21,1,100,5,50,1,15400
2009,24,0,1,2,21,1,100,4,40,1,15400
2009,24,3,0,1,23,1,100,10,101,2,10000
2009,24,3,0,1,23,1,100,10,101,2,30000
2009,24,3,0,1,23,1,100,10,101,1,30000
2009,24,3,0,1,23,1,100,8,81,2,10000
2009,24,3,0,1,19,1,100,6,65,2,202000
2009,24,3,0,2,25,1,100,10,101,1,66000
2009,24,3,0,2,20,1,100,7,71,2,9999999
2009,24,3,0,1,25,2,200,6,63,1,116000
2009,24,2,0,1,19,2,200,7,71,2,36490
2009,24,3,0,2,20,1,100,7,71,2,85000
2009,24,3,0,1,19,1,100,7,71,2,201320
2009,24,3,0,1,19,2,200,7,71,2,90000
2009,24,3,0,2,24,1,100,11,114,2,6700
2009,24,3,0,2,25,1,100,10,101,2,20000
2009,24,3,0,2,24,1,100,10,101,2,6000
2009,24,3,0,2,22,2,200,7,71,2,0
2009,24,3,0,2,20,1,100,8,81,2,10
2009,24,3,0,2,20,1,100,8,81,3,8300
2009,24,3,0,1,19,4,400,6,63,3,845700
2009,24,3,0,1,19,1,100,6,63,1,57000
2009,24,3,0,2,25,2,200,10,101,2,49000
2009,25,4,0,1,21,1,100,7,71,2,235800
2009,25,3,0,1,25,1,100,6,64,1,9600
2009,25,3,0,1,21,1,100,6,63,2,165800
2009,25,2,0,1,24,1,100,10,101,1,40000
2009,25,3,0,1,20,1,100,7,71,3,9999999
2009,25,3,0,2,21,1,100,7,71,2,226500
2009,25,3,0,1,23,1,100,8,81,3,59410
2009,25,3,0,1,21,1,100,7,71,3,59410
2009,25,3,0,1,19,1,100,6,61,2,59410
2009,25,1,0,2,23,1,100,6,61,1,126300
2009,25,3,0,1,25,1,100,7,71,1,161400
2009,25,3,0,1,24,1,100,6,63,1,161400
2009,25,3,0,2,25,6,640,6,65,1,77400
2009,25,3,0,2,19,6,640,6,63,3,77400
2009,25,4,0,2,25,1,100,10,101,3,3000
2009,25,3,0,1,25,6,610,7,71,2,132700
2009,25,3,0,1,23,6,610,7,71,1,132700
2009,25,3,0,1,23,6,610,7,71,2,132700
2009,25,3,0,1,24,1,100,6,64,1,67300
2009,25,1,0,2,19,1,100,6,63,3,100
2009,25,0,0,2,19,1,100,7,71,2,55000
2009,25,3,0,2,23,1,100,10,101,1,25000
2009,25,3,0,1,25,1,100,10,101,1,25000
2009,25,3,0,1,24,7,700,3,30,1,9999999
2009,25,0,0,1,19,1,100,6,65,2,116500
2009,25,3,0,2,24,1,100,10,101,1,60000
2009,25,3,0,2,19,1,100,7,71,2,503000
2009,25,3,0,1,21,1,100,6,63,2,95500
2009,25,2,0,1,24,1,100,10,101,3,31000
2009,25,0,1,2,25,1,100,3,30,1,65200
2009,25,3,0,2,22,1,100,10,101,2,110800
2009,25,2,1,1,25,2,200,6,65,1,60000
2009,25,1,0,2,20,1,100,5,50,2,9999999
2009,25,2,2,2,25,8,801,6,64,1,39000
2009,25,2,0,1,25,8,801,10,101,1,44500
2009,25,3,0,2,23,1,100,10,101,2,44900
2009,25,3,0,2,21,1,100,7,71,2,269000
2009,25,0,0,1,19,1,100,7,71,3,189600
2009,25,3,0,2,23,1,100,10,101,1,42500
2009,25,3,0,2,23,1,100,10,101,1,40000
2009,25,3,0,2,22,1,100,10,101,1,40000
2009,25,2,0,2,24,1,100,11,114,3,40000
2009,25,2,0,2,24,1,100,10,101,1,40000
2009,25,3,0,1,23,1,100,6,64,1,111500
2009,25,3,0,2,19,1,100,6,63,3,167000
2009,25,3,0,2,20,1,100,6,63,1,167000
2009,25,4,0,2,22,1,100,7,71,1,34600
2009,25,4,0,2,23,1,100,7,71,1,34600
2009,26,4,0,1,19,1,100,6,65,2,9999999
2009,26,4,0,2,24,1,100,10,101,2,9999999
2009,26,4,0,1,24,3,307,6,64,1,210500
2009,26,4,0,1,25,1,100,7,71,1,40600
2009,26,1,0,1,25,1,100,6,63,1,17700
2009,26,3,0,1,25,8,801,10,101,1,8000
2009,26,3,0,2,25,1,100,11,114,1,8000
2009,26,1,0,1,19,1,100,6,63,1,70000
2009,26,1,0,1,23,1,100,8,81,1,86950
2009,26,1,0,2,21,1,100,7,71,2,86950
2009,26,1,0,1,19,1,100,7,71,2,86950
2009,26,3,2,2,24,1,100,6,65,2,30000
2009,26,2,0,2,20,2,200,6,63,1,49200
2009,26,2,0,1,19,2,200,5,50,2,49200
2009,26,0,4,2,25,1,100,2,26,1,31600
2009,26,3,0,2,23,1,100,10,101,2,3200
2009,26,3,0,2,21,1,100,6,65,1,44400
2009,26,1,0,2,19,1,100,5,50,2,49400
2009,26,0,0,2,22,1,100,10,101,2,80000
2009,26,1,0,2,20,1,100,7,71,2,2000
2009,26,1,0,2,21,1,100,7,71,2,1500
2009,26,0,0,1,21,1,100,7,71,3,9999999
2009,26,3,1,2,22,7,700,6,63,1,21000
2009,26,2,0,2,24,2,200,10,101,3,0
2009,26,3,0,1,20,1,100,6,65,2,15400
2009,26,0,1,1,25,1,100,6,63,1,56900
2009,26,0,1,2,22,1,100,7,71,1,56900
2009,26,1,0,1,19,1,100,6,63,2,3500
2009,26,2,0,2,19,1,100,6,65,2,1000
2009,26,2,0,2,19,1,100,7,71,2,5300
2009,26,2,0,1,22,1,100,10,101,2,3200
2009,26,0,0,1,21,1,100,8,81,1,76800
2009,26,4,0,1,22,1,100,6,63,3,140000
2009,26,1,0,1,20,1,100,6,61,1,46400
2009,26,4,0,1,20,1,100,7,71,3,28600
2009,26,3,0,2,22,1,100,10,101,1,332824
2009,26,0,0,1,25,1,100,7,71,1,92000
2009,26,0,0,2,20,1,100,7,71,3,92000
2009,26,4,0,1,20,1,100,7,71,3,154980
2009,26,0,0,2,19,1,100,6,63,1,9800
2009,26,1,3,2,25,1,100,6,63,1,51600
2009,26,1,0,1,23,1,100,6,63,1,22000
2009,26,1,0,1,22,1,100,7,71,1,18000
2009,26,3,0,2,22,1,100,8,81,2,122600
2009,26,3,0,1,21,1,100,7,71,2,122600
2009,26,4,0,1,21,1,100,6,64,1,28000
2009,26,4,0,2,22,1,100,6,63,1,27500
2009,26,4,0,1,25,1,100,7,71,1,27500
2009,27,1,1,2,22,1,100,6,63,1,22600
2009,27,1,0,1,20,1,100,7,71,1,0
2009,27,2,0,1,24,1,100,10,101,1,46204
2009,27,2,0,1,24,1,100,10,101,1,55000
2009,27,3,0,1,24,1,100,6,63,1,70000
2009,27,2,0,2,21,6,661,7,71,3,9999999
2009,27,1,0,1,19,1,100,6,65,2,9999999
2009,27,1,0,1,20,1,100,6,63,2,72300
2009,27,4,0,1,20,1,100,7,71,2,95310
2009,27,4,0,2,20,1,100,7,71,2,95310
2009,27,4,0,2,19,1,100,7,71,3,89000
2009,27,3,0,1,22,1,100,7,71,2,600
2009,27,1,0,2,19,1,100,7,71,2,0
2009,27,1,0,2,21,1,100,8,81,2,4000
2009,27,4,0,2,24,1,100,7,71,2,75000
2009,27,0,0,2,20,1,100,7,71,2,2504
2009,27,0,0,2,21,1,100,7,71,2,1000
2009,27,0,0,2,20,1,100,6,63,2,11000
2009,27,1,0,1,25,1,100,7,71,1,59200
2009,27,1,0,1,25,1,100,6,63,1,128000
2009,27,1,0,1,19,1,100,6,63,1,128000
2009,27,3,2,2,22,1,100,4,40,1,75000
2009,27,3,2,1,23,1,100,3,30,1,75000
2009,27,3,0,2,20,1,100,4,40,1,0
2009,27,0,0,2,20,1,100,6,63,1,6600
2009,27,0,0,2,25,1,100,6,63,1,6600
2009,27,3,0,2,20,1,100,7,71,2,34300
2009,27,3,0,1,21,6,661,7,71,3,9999999
2009,27,0,0,1,22,1,100,6,63,1,42000
2009,27,2,0,1,19,2,200,7,71,2,52800
2009,28,4,0,1,21,1,100,10,101,2,171200
2009,28,1,0,1,20,2,200,6,65,1,9999999
2009,28,1,0,1,19,1,100,6,61,3,28800
2009,28,1,0,1,21,2,200,7,71,2,80000
2009,28,1,3,2,24,2,200,6,64,1,96200
2009,28,1,0,1,21,2,200,7,71,1,96200
2009,28,1,1,2,21,2,200,7,71,2,2600
2009,28,0,0,1,21,1,100,4,40,2,73100
2009,28,0,0,2,19,1,100,6,63,2,73100
2009,28,1,0,1,25,2,200,6,63,1,16100
2009,28,1,0,1,24,1,100,4,40,1,73000
2009,28,1,2,2,22,1,100,3,30,1,73000
2009,28,1,0,2,23,2,200,6,63,1,17410
2009,28,1,1,2,21,2,200,7,71,1,10100
2009,28,1,0,1,19,2,200,6,63,1,9999999
2009,28,4,0,2,23,1,100,8,81,2,141200
2009,28,4,0,1,22,1,100,7,71,2,141200
2009,28,4,1,2,25,1,100,7,71,1,50020
2009,28,1,1,2,25,1,100,8,81,1,40000
2009,28,1,0,1,24,1,100,6,63,1,98500
2009,29,3,2,2,23,1,100,6,61,1,35000
2009,29,1,0,1,21,1,100,6,63,1,391450
2009,29,4,0,1,22,7,700,7,71,3,9999999
2009,29,3,0,2,25,1,100,8,81,1,28600
2009,29,3,0,2,25,1,100,7,71,2,168700
2009,29,3,0,1,25,1,100,6,63,1,168700
2009,29,3,3,1,24,1,100,4,40,1,12300
2009,29,3,3,2,25,1,100,6,63,1,12300
2009,29,1,0,2,22,1,100,7,71,2,36600
2009,29,1,0,1,21,1,100,6,63,1,0
2009,29,3,1,1,25,1,100,7,71,2,91800
2009,29,4,2,2,24,1,100,6,65,1,3400
2009,29,3,0,1,20,2,200,6,63,1,15400
2009,29,2,0,1,23,1,100,10,101,1,100000
2009,29,3,0,2,19,1,100,6,65,2,77070
2009,29,4,0,2,23,7,700,6,65,1,19000
2009,29,1,0,1,25,1,100,6,63,1,60000
2009,29,1,0,2,25,1,100,7,71,1,60000
2009,29,3,0,2,24,1,100,8,81,1,35000
2009,29,4,0,1,22,1,100,6,63,1,92920
2009,29,1,1,1,24,1,100,6,63,1,58800
2009,29,1,1,2,24,1,100,6,63,1,58800
2009,29,1,0,2,19,1,100,7,71,2,1000
2009,29,1,0,1,20,8,802,6,63,1,38000
2009,29,2,0,1,23,1,100,6,65,3,100000
2009,29,1,0,2,21,1,100,6,63,1,14000
2009,29,1,3,2,25,1,100,6,63,1,19700
2009,29,2,0,2,23,1,100,10,101,3,9100
2009,29,1,3,2,25,1,100,6,65,1,21300
2009,29,1,0,2,22,1,100,7,71,1,21300
2009,29,4,1,1,25,1,100,8,81,1,93400
2009,29,3,0,2,24,1,100,7,71,1,222500
2009,29,4,0,1,23,1,100,7,71,1,109500
2009,29,2,0,2,20,1,100,7,71,3,9999999
2009,29,1,1,2,25,1,100,10,101,1,75000
2009,29,1,0,1,25,1,100,7,71,1,35500
2009,29,1,0,2,21,1,100,6,65,2,35500
2009,29,1,0,1,20,2,200,5,50,2,9999999
2009,30,1,2,2,25,3,361,4,40,2,19900
2009,30,4,0,1,24,1,100,7,71,1,43000
2009,30,4,0,2,24,1,100,10,101,1,43000
2009,30,1,1,2,25,1,100,10,101,1,131000
2009,30,1,0,1,23,2,200,7,71,1,8800
2009,30,1,0,1,23,1,100,7,71,2,0
2009,30,1,0,2,23,1,100,7,71,2,0
2009,31,4,0,2,19,2,200,6,65,1,5000
2009,31,4,0,1,19,1,100,6,63,2,72000
2009,31,4,0,2,19,1,100,6,63,2,72000
2009,31,4,0,2,22,8,811,10,101,2,5000
2009,31,4,0,2,23,1,100,7,71,2,16000
2009,31,4,0,2,21,1,100,7,71,2,5200
2009,31,1,0,2,21,1,100,6,63,3,388200
2009,31,1,0,1,20,1,100,7,71,2,9999999
2009,31,1,0,1,23,1,100,7,71,2,490
2009,31,1,0,2,25,1,100,8,81,1,87900
2009,31,1,0,1,25,1,100,8,81,1,20000
2009,31,0,0,1,23,1,100,7,71,1,107900
2009,32,3,0,1,24,1,100,6,63,1,0
2009,32,3,0,2,19,7,700,7,71,2,341000
2009,32,4,0,2,19,1,100,6,63,1,0
2009,32,4,0,2,20,1,100,7,71,2,171400
2009,32,3,0,1,19,2,200,7,71,2,9999999
2009,32,3,0,2,19,1,100,6,63,2,112000
2009,32,2,0,1,22,1,100,7,71,1,67000
2009,32,2,0,2,22,1,100,7,71,1,67000
2009,32,2,0,2,22,1,100,8,81,2,17000
2009,32,4,0,1,21,1,100,7,71,1,117720
2009,32,3,0,1,19,1,100,7,71,2,198000
2009,32,4,0,1,24,1,100,10,101,3,431100
2009,32,4,0,1,24,1,100,5,50,1,55000
2009,32,4,0,1,19,1,100,6,63,1,55000
2009,32,4,0,1,21,4,400,10,101,2,217000
2009,33,0,0,2,21,1,100,7,71,3,97000
2009,33,0,0,2,22,1,100,6,63,1,142000
2009,33,0,0,2,21,1,100,8,81,2,142000
2009,33,4,0,2,23,6,620,10,101,1,34110
2009,33,1,0,1,22,1,100,6,63,1,107800
2009,34,3,0,1,19,8,845,6,63,3,9999999
2009,34,3,0,1,21,1,100,6,65,2,117200
2009,34,3,0,1,19,1,100,5,50,1,9999999
2009,34,2,0,1,25,2,200,6,63,1,9999999
2009,34,3,0,1,25,7,700,6,63,1,51400
2009,34,3,0,2,25,7,700,1,15,1,51400
2009,34,3,0,2,22,7,700,10,101,2,61000
2009,34,3,0,2,21,2,200,6,63,1,9999999
2009,34,4,0,1,21,2,200,5,50,1,9999999
2009,34,2,0,2,24,1,100,10,101,1,30000
2009,34,2,0,1,25,6,610,6,65,1,28900
2009,34,2,0,2,25,6,610,10,101,1,39000
2009,34,3,0,2,23,1,100,10,101,3,151900
2009,34,3,0,1,25,1,100,6,63,1,35000
2009,34,3,0,2,20,1,100,6,63,2,400
2009,34,3,0,2,24,1,100,10,101,1,38000
2009,34,3,0,1,25,1,100,10,101,1,40000
2009,34,3,0,1,24,1,100,6,65,1,60000
2009,34,3,0,1,23,1,100,8,81,1,155400
2009,34,3,0,2,19,1,100,7,71,3,59004
2009,34,3,0,1,23,1,100,6,63,1,62100
2009,34,2,1,2,23,2,200,6,63,1,2200
2009,34,2,1,2,24,2,200,6,63,1,3900
2009,34,3,0,1,19,6,620,6,63,2,0
2009,34,3,1,1,21,1,100,6,63,1,40000
2009,34,3,1,2,24,1,100,6,63,1,40000
2009,34,4,0,1,23,1,100,10,101,1,206000
2009,34,3,0,2,21,1,100,6,63,1,96550
2009,34,3,0,1,19,1,100,6,65,2,96550
2009,34,3,0,1,24,1,100,10,101,1,151400
2009,34,3,0,2,19,2,200,6,65,2,9999999
2009,34,4,0,1,21,1,100,6,65,2,37000
2009,34,3,0,2,23,7,700,6,63,2,31200
2009,34,3,0,1,23,1,100,10,101,1,23000
2009,34,3,0,2,22,1,100,8,81,2,23000
2009,34,3,0,2,20,1,100,7,71,1,61400
2009,34,3,0,1,25,1,100,7,71,1,84300
2009,34,3,0,2,20,1,100,6,65,1,84300
2009,34,3,0,1,25,1,100,10,101,1,69450
2009,34,3,0,1,20,1,100,7,71,3,106000
2009,34,3,0,1,19,1,100,6,65,2,106000
2009,34,3,0,1,20,1,100,6,63,2,25140
2009,34,2,0,2,23,1,100,7,71,1,30000
2009,34,2,0,2,23,1,100,10,101,1,50000
2009,34,2,0,2,23,1,100,10,101,1,272800
2009,34,2,0,2,22,1,100,10,101,1,272800
2009,34,3,0,1,20,1,100,7,71,2,117200
2009,34,3,0,2,19,1,100,7,71,1,117200
2009,34,4,0,2,25,1,100,6,63,1,65600
2009,34,4,0,2,21,1,100,7,71,2,422100
2009,34,4,0,2,20,1,100,7,71,2,422100
2009,34,3,0,1,20,6,610,7,71,3,172000
2009,34,3,0,2,24,1,100,10,101,3,50000
2009,34,3,0,1,20,6,600,7,71,2,100000
2009,34,3,0,1,24,2,200,6,63,1,9999999
2009,34,2,1,2,23,2,200,6,63,1,18000
2009,34,3,0,2,23,1,100,7,71,2,185000
2009,34,3,0,1,21,1,100,7,71,2,185000
2009,35,4,0,1,23,1,100,10,101,1,49000
2009,35,4,0,2,25,1,100,11,114,2,1000
2009,35,1,0,1,21,1,100,7,71,1,64700
2009,35,4,0,2,22,1,100,6,65,1,9000
2009,35,3,1,1,25,1,100,6,65,1,25000
2009,35,3,1,2,24,1,100,6,63,2,25000
2009,35,4,2,2,24,7,700,7,71,2,37300
2009,35,4,0,2,22,1,100,7,71,2,56200
2009,35,3,0,2,19,7,700,6,63,1,30000
2009,36,3,0,1,22,1,100,7,71,3,87040
2009,36,3,0,1,23,1,100,7,71,2,456000
2009,36,3,0,1,21,1,100,8,81,2,456000
2009,36,3,0,2,19,1,100,7,71,2,456000
2009,36,4,0,1,21,4,400,7,71,2,9999999
2009,36,2,0,2,22,2,200,10,101,2,68300
2009,36,2,0,2,20,2,200,7,71,2,68300
2009,36,3,0,1,24,1,100,10,101,3,88120
2009,36,3,0,2,19,1,100,7,71,2,88120
2009,36,2,0,1,23,1,100,10,101,1,62000
2009,36,2,0,1,25,1,100,4,40,1,101300
2009,36,2,0,2,19,1,100,5,50,1,101300
2009,36,4,0,2,22,1,100,10,101,1,79500
2009,36,2,0,1,20,7,700,4,40,1,12000
2009,36,1,0,1,21,1,100,6,63,1,24000
