"YEAR","STATEFIP","METRO","NCHILD","SEX","AGE","RACE","RACED","EDUC","EDUCD","SCHLTYPE","FTOTINC"
2008,1,1,1,2,23,1,100,6,63,1,64000
2008,1,4,1,1,24,1,100,6,63,1,76000
2008,1,4,1,2,24,1,100,6,63,1,76000
2008,1,1,0,2,21,1,100,7,71,1,105600
2008,1,4,0,2,19,1,100,6,65,3,73500
2008,1,4,0,2,20,1,100,7,71,3,73500
2008,1,0,0,1,22,2,200,4,40,1,35700
2008,1,3,0,2,25,1,100,3,30,1,9999999
2008,1,4,0,1,20,1,100,6,63,1,9999999
2008,1,4,0,1,21,1,100,7,71,2,40000
2008,1,4,0,2,21,8,802,7,71,2,0
2008,1,0,0,1,25,1,100,6,63,1,42100
2008,1,0,0,2,23,1,100,6,63,1,42100
2008,1,4,1,2,24,1,100,0,2,1,16800
2008,1,0,0,1,23,8,821,6,63,1,82510
2008,1,4,0,2,22,1,100,10,101,2,72000
2008,1,1,0,2,19,2,200,7,71,2,7900
2008,1,4,0,2,24,2,200,6,65,1,21800
2008,1,2,0,1,22,1,100,8,81,1,75000
2008,1,2,0,2,21,1,100,8,81,1,75000
2008,1,3,0,1,21,1,100,3,30,1,36000
2008,1,3,3,2,25,2,200,6,63,1,32000
2008,1,1,0,2,19,1,100,7,71,2,161960
2008,1,1,1,2,24,2,200,7,71,1,1400
2008,1,3,0,2,22,8,802,10,101,2,20000
2008,2,1,0,1,22,1,100,6,64,1,9999999
2008,2,2,0,2,22,1,100,7,71,2,152600
2008,2,2,1,2,20,1,100,6,63,1,21800
2008,2,1,0,1,22,1,100,7,71,2,9999999
2008,2,1,0,2,20,3,372,6,63,1,39700
2008,4,1,0,2,19,1,100,6,63,2,6000
2008,4,4,0,2,22,1,100,7,71,2,18100
2008,4,4,0,1,23,2,200,10,101,1,77500
2008,4,4,0,2,20,1,100,6,64,1,22000
2008,4,0,3,2,22,1,100,6,63,1,41000
2008,4,0,0,2,20,1,100,5,50,2,41000
2008,4,0,0,2,24,1,100,6,61,1,41000
2008,4,4,0,1,21,1,100,6,61,1,42100
2008,4,4,2,2,22,1,100,6,63,1,2300
2008,4,4,2,1,23,1,100,6,61,1,2300
2008,4,4,0,2,25,1,100,6,63,1,37900
2008,4,4,0,2,21,1,100,8,81,1,37900
2008,4,4,0,2,19,1,100,6,63,1,37900
2008,4,4,0,1,20,1,100,7,71,2,0
2008,4,4,0,2,21,1,100,7,71,2,0
2008,4,4,0,1,25,1,100,6,63,1,79600
2008,4,4,0,1,21,1,100,6,65,1,10000
2008,4,4,0,2,23,1,100,7,71,2,108020
2008,4,4,0,1,25,1,100,10,101,1,121400
2008,4,1,0,1,22,1,100,7,71,2,24500
2008,4,1,0,2,22,1,100,10,101,1,24500
2008,4,2,0,1,24,1,100,3,30,1,18000
2008,4,2,0,1,25,1,100,3,30,1,18000
2008,4,1,1,2,19,3,361,4,40,1,1000
2008,4,1,0,1,25,6,669,6,64,2,9999999
2008,4,4,0,1,25,7,700,7,71,2,45000
2008,4,4,0,1,20,1,100,6,63,1,58000
2008,4,4,0,1,19,1,100,6,65,2,438000
2008,4,4,0,2,19,1,100,6,65,2,9999999
2008,4,4,0,1,24,1,100,6,64,1,135000
2008,4,4,0,2,25,1,100,8,81,1,52000
2008,4,4,1,2,22,1,100,7,71,2,9400
2008,4,4,0,2,23,1,100,10,101,1,66000
2008,4,4,0,2,24,1,100,7,71,2,32000
2008,4,1,2,1,21,1,100,3,30,1,29200
2008,4,0,1,2,22,1,100,6,63,1,52000
2008,4,4,0,2,22,1,100,6,65,1,54000
2008,4,4,0,2,22,1,100,6,64,1,15400
2008,4,4,1,2,25,1,100,6,63,1,32700
2008,4,4,0,2,22,1,100,10,101,2,32150
2008,4,4,0,2,19,1,100,7,71,2,32150
2008,4,4,0,2,19,1,100,6,63,2,500
2008,4,4,0,2,19,1,100,7,71,1,25000
2008,4,4,0,2,19,1,100,6,63,2,13000
2008,4,2,0,2,21,6,640,7,71,1,76000
2008,4,4,0,2,20,1,100,6,65,2,45300
2008,4,4,0,1,24,7,700,2,26,1,12500
2008,4,4,0,1,20,1,100,7,71,1,35000
2008,4,1,0,1,19,1,100,7,71,1,86310
2008,4,4,0,1,21,2,200,6,63,1,9999999
2008,5,0,2,1,23,1,100,6,65,1,44000
2008,5,1,1,2,22,1,100,7,71,2,43800
2008,5,4,0,1,22,1,100,10,101,2,13000
2008,5,4,0,1,21,1,100,6,63,1,9999999
2008,5,4,0,2,22,1,100,2,23,1,40700
2008,5,4,0,1,23,1,100,8,81,1,40700
2008,5,4,0,2,21,1,100,7,71,2,21800
2008,5,4,0,2,23,1,100,7,71,2,21800
2008,5,4,0,2,21,1,100,7,71,2,4800
2008,5,0,1,2,25,1,100,8,81,1,49950
2008,5,4,0,1,19,8,822,6,63,2,74000
2008,5,1,2,2,24,1,100,7,71,1,69300
2008,5,1,2,1,23,1,100,7,71,2,69300
2008,5,1,2,2,25,1,100,6,63,1,56000
2008,5,0,0,2,25,1,100,5,50,1,14900
2008,5,0,0,1,20,1,100,5,50,1,15000
2008,5,0,1,2,19,1,100,7,71,2,14000
2008,5,0,0,1,20,1,100,6,63,1,25000
2008,5,1,0,2,20,1,100,6,61,1,6700
2008,5,0,0,1,19,1,100,6,63,2,9999999
2008,5,4,0,1,24,1,100,8,81,1,15000
2008,5,1,2,1,25,1,100,5,50,1,60000
2008,5,1,0,1,20,1,100,7,71,2,107000
2008,6,2,0,2,19,1,100,6,63,3,0
2008,6,4,1,1,22,1,100,8,81,1,42500
2008,6,4,1,2,22,1,100,7,71,1,42500
2008,6,4,0,1,20,6,640,7,71,2,110000
2008,6,3,0,2,23,1,100,7,71,2,24800
2008,6,4,0,2,22,1,100,7,71,2,28000
2008,6,3,0,1,22,1,100,6,64,1,9999999
2008,6,4,0,2,22,1,100,7,71,2,252000
2008,6,4,1,1,25,7,700,6,63,1,88000
2008,6,4,1,2,24,7,700,6,65,1,88000
2008,6,3,1,1,24,7,700,6,63,1,96000
2008,6,3,1,2,23,1,100,6,63,1,96000
2008,6,3,0,1,24,6,640,8,81,1,34000
2008,6,3,0,1,20,1,100,7,71,1,5000
2008,6,2,0,1,21,2,200,6,63,1,9999999
2008,6,3,0,2,24,1,100,6,64,1,58000
2008,6,3,0,1,20,7,700,5,50,1,54200
2008,6,3,1,2,20,7,700,4,40,1,20000
2008,6,4,1,2,20,1,100,2,25,1,32000
2008,6,1,0,2,19,7,700,5,50,2,91700
2008,6,3,1,1,22,1,100,3,30,1,21200
2008,6,2,0,1,20,7,700,2,25,1,31200
2008,6,2,0,2,19,7,700,2,23,1,31200
2008,6,3,0,1,22,6,610,7,71,2,47000
2008,6,3,0,1,20,6,610,7,71,2,47000
2008,6,1,0,1,21,1,100,5,50,1,9999999
2008,6,3,0,1,20,7,700,7,71,3,24400
2008,6,4,0,1,20,7,700,6,64,2,50200
2008,6,1,0,1,22,1,100,7,71,2,94800
2008,6,4,0,1,22,1,100,6,63,1,62200
2008,6,4,0,1,19,1,100,6,63,1,62200
2008,6,3,0,2,21,1,100,6,63,1,35000
2008,6,4,3,2,24,2,200,6,63,1,15000
2008,6,2,1,1,24,2,200,6,63,1,96000
2008,6,4,0,2,20,1,100,7,71,2,7000
2008,6,4,0,2,20,1,100,6,65,1,7200
2008,6,2,1,2,23,1,100,7,71,1,33600
2008,6,3,0,1,22,1,100,6,64,1,86000
2008,6,3,0,2,21,7,700,7,71,2,55000
2008,6,4,0,1,21,1,100,6,65,1,20000
2008,6,4,0,2,21,1,100,7,71,2,20000
2008,6,3,0,1,23,6,600,7,71,1,106000
2008,6,4,0,2,24,1,100,7,71,2,30000
2008,6,4,0,1,21,1,100,7,71,1,30000
2008,6,2,0,1,25,1,100,6,63,1,157000
2008,6,2,0,2,21,1,100,7,71,2,157000
2008,6,2,0,2,21,1,100,2,26,1,157000
2008,6,3,0,1,25,8,802,8,81,2,56400
2008,6,3,0,1,19,5,500,7,71,2,74700
2008,6,3,2,2,25,1,100,7,71,2,78000
2008,6,4,0,2,20,1,100,7,71,3,130000
2008,6,3,0,1,25,1,100,6,65,2,83600
2008,6,4,0,1,24,6,600,6,63,1,63200
2008,6,4,1,2,21,6,600,7,71,2,63200
2008,6,1,1,2,23,1,100,7,71,2,13000
2008,6,2,3,1,25,7,700,8,81,1,29000
2008,6,2,3,2,24,7,700,6,63,1,29000
2008,6,3,0,2,19,8,845,6,63,2,22900
2008,6,3,0,1,20,1,100,7,71,2,166000
2008,6,3,0,1,25,4,400,10,101,2,198000
2008,6,3,0,1,23,1,100,6,63,1,92000
2008,6,3,0,2,22,8,802,7,71,1,10500
2008,6,3,1,1,24,1,100,6,63,1,11100
2008,6,3,1,2,24,1,100,6,63,1,11100
2008,6,3,0,2,23,1,100,8,81,2,50780
2008,6,2,0,2,23,6,663,10,101,1,5300
2008,6,2,0,2,19,6,663,6,65,2,5300
2008,6,3,0,2,22,7,700,6,63,1,36000
2008,6,4,0,2,21,7,700,7,71,1,80000
2008,6,4,0,1,20,7,700,6,65,2,80000
2008,6,4,0,2,20,1,100,6,64,2,5400
2008,6,4,0,1,24,1,100,6,65,1,5400
2008,6,2,1,1,22,1,100,6,63,1,36600
2008,6,2,1,2,22,1,100,6,65,2,36600
2008,6,1,0,1,22,2,200,6,65,1,9999999
2008,6,2,0,2,19,1,100,6,65,2,91250
2008,6,4,0,1,23,1,100,6,65,1,112020
2008,6,4,0,2,24,1,100,7,71,2,112020
2008,6,4,0,1,22,1,100,7,71,2,104700
2008,6,1,2,1,25,1,100,6,63,1,122800
2008,6,3,0,2,25,1,100,6,63,1,13200
2008,6,4,0,2,23,1,100,10,101,1,89200
2008,6,4,0,2,19,1,100,7,71,3,9999999
2008,6,2,0,1,25,7,700,3,30,1,36000
2008,6,2,0,2,20,7,700,3,30,1,36000
2008,6,4,0,1,20,1,100,7,71,3,133000
2008,6,3,0,2,25,4,400,10,101,1,57000
2008,6,2,0,2,25,1,100,8,81,1,58000
2008,6,3,0,2,24,1,100,7,71,2,50200
2008,6,2,0,1,22,2,200,6,63,1,7800
2008,6,2,0,2,22,1,100,10,101,3,10200
2008,6,2,0,2,20,6,600,10,101,2,50
2008,6,4,0,2,21,1,100,7,71,3,9999999
2008,6,3,0,2,21,1,100,6,63,2,19000
2008,6,4,0,1,24,1,100,7,71,2,17500
2008,6,4,0,1,24,1,100,7,71,2,6000
2008,6,4,0,2,22,1,100,7,71,2,12000
2008,6,2,0,1,21,7,700,6,63,1,70110
2008,6,4,0,1,20,4,400,7,71,2,211000
2008,6,3,0,1,19,1,100,6,63,1,51500
2008,6,3,1,2,24,1,100,7,71,1,18000
2008,6,2,0,1,25,3,361,2,25,2,132800
2008,6,2,0,1,21,3,361,6,63,1,132800
2008,6,2,0,1,19,3,361,6,63,1,132800
2008,6,3,0,1,24,2,200,6,63,3,99000
2008,6,3,0,1,25,1,100,7,71,1,100800
2008,6,2,0,1,23,5,500,6,63,1,18000
2008,6,2,0,2,23,8,802,10,101,2,80710
2008,6,3,0,2,25,1,100,8,81,1,65000
2008,6,4,1,2,25,1,100,7,71,2,29000
2008,6,2,0,1,20,1,100,7,71,3,9999999
2008,6,4,0,1,21,6,671,6,64,2,5300
2008,6,4,0,1,19,6,671,5,50,2,5300
2008,6,3,0,2,19,1,100,6,63,1,46090
2008,6,2,0,1,25,7,700,6,63,1,1200
2008,6,2,0,2,24,6,600,10,101,1,162200
2008,6,3,0,1,19,1,100,7,71,2,53400
2008,6,3,2,2,24,7,700,2,23,1,50000
2008,6,4,0,1,19,1,100,7,71,2,0
2008,6,4,0,1,21,1,100,7,71,2,0
2008,6,2,0,2,20,4,400,7,71,2,24400
2008,6,3,2,2,22,7,700,6,61,1,46800
2008,6,3,2,1,24,7,700,6,61,1,46800
2008,6,3,0,1,19,7,700,7,71,2,70000
2008,6,4,0,1,25,8,885,10,101,1,74200
2008,6,4,1,2,21,1,100,4,40,1,31200
2008,6,4,1,1,22,1,100,2,23,1,31200
2008,6,4,0,1,23,1,100,2,23,1,31200
2008,6,2,0,1,20,1,100,8,81,2,3000
2008,6,3,0,2,25,6,620,11,114,1,255000
2008,6,2,0,1,20,2,200,5,50,1,9999999
2008,6,2,0,1,24,1,100,7,71,3,124000
2008,6,4,0,1,24,1,100,11,115,2,350
2008,6,1,0,2,19,1,100,6,65,1,28000
2008,6,3,1,1,24,1,100,7,71,2,64600
2008,6,3,1,2,23,2,200,6,63,1,64600
2008,6,3,0,1,25,1,100,6,65,3,0
2008,6,3,0,1,25,1,100,7,71,1,6200
2008,6,4,0,2,25,1,100,10,101,2,13000
2008,6,4,0,1,20,1,100,6,63,2,9999999
2008,6,4,0,1,20,3,399,6,65,2,6900
2008,6,4,1,2,19,6,600,7,71,2,15000
2008,6,4,0,1,22,8,801,6,63,1,8900
2008,6,2,0,2,23,4,400,10,101,3,0
2008,6,2,0,2,22,4,400,10,101,3,0
2008,6,2,0,1,23,2,200,7,71,2,99000
2008,6,4,0,1,25,1,100,6,64,1,22000
2008,6,4,0,2,22,1,100,8,81,2,22000
2008,6,3,0,2,24,6,610,10,101,3,193000
2008,6,4,0,2,25,1,100,8,81,2,93600
2008,6,3,0,1,22,7,700,6,65,1,9999999
2008,6,3,0,2,24,1,100,7,71,1,356100
2008,6,3,0,2,20,1,100,6,61,1,356100
2008,6,4,0,2,20,1,100,7,71,2,9999999
2008,6,4,0,2,20,6,640,7,71,2,194000
2008,6,1,0,2,21,1,100,7,71,1,49100
2008,6,3,0,1,25,1,100,4,40,1,24000
2008,6,4,0,1,24,7,700,6,63,1,9999999
2008,6,2,0,1,20,7,700,4,40,2,18200
2008,6,3,0,1,21,8,856,7,71,2,100600
2008,6,4,0,2,21,1,100,6,63,1,0
2008,6,3,0,1,21,1,100,7,71,2,118000
2008,6,2,0,2,24,1,100,10,101,1,30000
2008,6,4,0,2,22,7,700,6,63,2,32400
2008,6,4,0,2,22,7,700,7,71,2,55600
2008,6,3,0,2,25,7,700,10,101,1,101800
2008,6,3,0,2,19,7,700,6,65,2,101800
2008,6,4,0,2,20,1,100,7,71,2,33600
2008,6,4,0,1,25,1,100,7,71,1,44500
2008,6,4,0,2,22,1,100,6,63,1,44500
2008,6,3,0,2,19,1,100,6,63,1,23700
2008,6,4,0,2,22,1,100,10,101,1,163000
2008,6,3,0,1,22,1,100,10,101,2,166000
2008,6,3,0,2,20,1,100,8,81,2,166000
2008,6,2,0,2,20,6,620,7,71,2,56000
2008,6,2,0,1,19,6,620,7,71,2,56000
2008,6,4,0,2,21,6,600,6,63,1,144000
2008,6,4,0,1,19,6,600,7,71,1,144000
2008,6,4,0,1,19,7,700,7,71,2,36700
2008,6,3,0,1,24,1,100,4,40,1,9999999
2008,6,2,0,2,22,2,200,6,63,1,25900
2008,6,4,0,2,22,7,700,7,71,1,12800
2008,6,4,0,1,24,7,700,8,81,1,12800
2008,6,3,0,2,23,1,100,10,101,2,47000
2008,6,2,0,1,23,1,100,6,63,1,36400
2008,6,2,0,2,20,1,100,6,63,1,36400
2008,6,4,1,2,25,7,700,6,63,1,76000
2008,6,3,0,1,19,1,100,6,61,2,70000
2008,6,3,0,2,19,1,100,6,65,2,70000
2008,6,3,0,1,22,4,400,10,101,1,19000
2008,6,2,0,1,20,1,100,6,63,1,65000
2008,6,1,1,2,24,7,700,6,65,1,32800
2008,6,2,0,1,25,1,100,7,71,1,10700
2008,6,3,2,2,24,1,100,6,63,1,24000
2008,6,4,0,2,22,7,700,6,63,1,33000
2008,6,3,0,1,23,6,600,7,71,2,109500
2008,6,4,1,2,22,1,100,6,61,1,38400
2008,6,2,0,2,24,1,100,6,63,1,293600
2008,6,3,0,2,25,1,100,8,81,1,74250
2008,6,2,0,1,23,7,700,4,40,1,91900
2008,6,2,1,2,25,7,700,7,71,1,91900
2008,6,4,0,1,21,1,100,10,101,2,118030
2008,6,3,1,2,22,1,100,6,61,1,39000
2008,6,1,0,1,24,1,100,6,63,1,60000
2008,6,1,0,1,24,8,812,8,81,2,5000
2008,6,2,0,2,20,1,100,7,71,1,3600
2008,6,3,1,1,22,1,100,2,23,1,9600
2008,6,3,1,2,22,1,100,2,26,1,9600
2008,6,3,0,1,23,4,400,8,81,1,0
2008,6,2,4,2,23,6,661,6,65,2,12000
2008,6,2,4,1,22,6,661,5,50,2,12000
2008,6,4,1,2,20,1,100,6,63,1,36008
2008,6,4,1,1,22,3,323,6,65,2,36008
2008,6,4,0,1,25,1,100,10,101,1,90000
2008,6,3,0,2,20,3,323,6,63,1,13000
2008,6,4,1,1,25,1,100,10,101,1,32000
2008,6,4,1,2,25,1,100,7,71,1,32000
2008,6,4,0,2,22,1,100,7,71,1,9999999
2008,6,3,0,2,20,2,200,6,65,1,20000
2008,6,4,0,1,22,1,100,4,40,1,85400
2008,6,4,1,2,25,2,200,6,65,2,40000
2008,6,3,0,2,19,6,640,6,65,2,52600
2008,6,3,2,2,23,7,700,6,63,1,40000
2008,6,3,1,2,22,1,100,6,65,1,53000
2008,6,3,1,1,22,1,100,5,50,1,53000
2008,6,3,0,2,19,2,200,6,63,1,25000
2008,6,4,0,1,25,1,100,2,23,1,9600
2008,6,3,1,1,24,2,200,7,71,1,60000
2008,6,3,1,2,21,1,100,6,65,1,60000
2008,6,4,0,2,22,7,700,3,30,1,50900
2008,6,3,0,1,21,1,100,6,65,1,63000
2008,6,3,0,2,19,1,100,6,65,1,63000
2008,6,3,0,2,24,1,100,7,71,2,6800
2008,6,2,0,1,23,9,913,8,81,2,840
2008,6,3,1,2,22,7,700,6,63,2,22200
2008,6,4,0,2,22,1,100,8,81,1,143300
2008,6,2,0,2,24,7,700,6,63,1,24000
2008,6,4,0,2,19,1,100,7,71,3,75000
2008,6,4,0,1,20,1,100,7,71,3,9999999
2008,6,2,0,2,22,1,100,7,71,2,9000
2008,6,2,0,2,23,1,100,8,81,2,8500
2008,6,2,0,1,23,1,100,7,71,1,8000
2008,8,4,0,1,25,1,100,6,63,1,7000
2008,8,3,0,1,22,4,400,8,81,1,28000
2008,8,2,0,2,24,1,100,7,71,2,53000
2008,8,3,0,1,20,1,100,7,71,1,57600
2008,8,4,0,2,22,1,100,6,63,2,600
2008,8,4,0,2,23,1,100,7,71,2,1000
2008,8,4,0,2,21,1,100,6,63,2,600
2008,8,2,0,2,24,1,100,6,63,2,53800
2008,8,4,0,1,24,1,100,2,23,1,84200
2008,8,4,0,1,21,1,100,6,64,1,20500
2008,8,3,0,2,22,1,100,6,64,1,24000
2008,8,4,0,1,19,1,100,6,65,2,9999999
2008,8,4,0,1,22,1,100,7,71,1,110000
2008,8,4,0,1,19,1,100,6,65,2,9999999
2008,8,3,0,2,25,1,100,8,81,3,35000
2008,8,3,3,2,21,1,100,7,71,2,183800
2008,8,3,0,2,20,1,100,6,63,3,183800
2008,8,3,0,1,20,1,100,6,63,2,183800
2008,8,3,1,1,25,1,100,6,63,1,26100
2008,8,3,1,2,22,1,100,6,63,1,26100
2008,8,2,3,2,23,1,100,6,63,1,5000
2008,8,2,0,1,25,1,100,10,101,1,24200
2008,8,3,0,2,19,1,100,7,71,2,111000
2008,8,3,1,2,24,6,640,7,71,2,7400
2008,8,2,0,2,19,1,100,6,65,2,54400
2008,8,0,0,1,24,8,802,10,101,1,71050
2008,8,3,0,2,22,8,826,10,101,1,137140
2008,9,2,0,2,20,1,100,6,65,3,4000
2008,9,3,0,2,23,1,100,10,101,3,151000
2008,9,0,0,2,21,1,100,7,71,3,9999999
2008,9,0,0,1,24,1,100,7,71,1,18600
2008,9,2,1,2,21,1,100,6,63,1,1900
2008,9,3,0,2,20,1,100,7,71,3,9999999
2008,9,2,1,2,23,2,200,7,71,3,14700
2008,9,2,1,2,19,2,200,5,50,1,14700
2008,9,2,1,1,22,2,200,7,71,1,14700
2008,9,4,0,2,25,1,100,6,64,1,9999999
2008,9,3,0,1,24,4,400,7,71,1,87500
2008,9,3,0,2,22,4,400,7,71,1,40000
2008,9,3,0,2,20,1,100,2,23,1,7200
2008,9,2,0,1,19,7,700,2,23,1,81900
2008,9,2,0,2,24,7,700,2,26,1,81900
2008,9,2,0,1,20,7,700,7,71,3,10000
2008,9,0,0,1,19,1,100,7,71,3,9999999
2008,9,4,0,1,24,7,700,6,63,1,8000
2008,9,3,0,1,21,1,100,8,81,2,83700
2008,10,4,0,1,25,2,200,6,63,1,44200
2008,11,2,0,1,21,2,200,6,63,1,10000
2008,12,3,2,2,24,6,640,10,101,1,26000
2008,12,4,0,1,20,1,100,7,71,1,65800
2008,12,4,0,1,19,1,100,6,61,1,36000
2008,12,4,0,1,24,1,100,7,71,1,31200
2008,12,4,0,1,21,1,100,6,63,1,15000
2008,12,4,0,2,21,1,100,6,63,1,28600
2008,12,3,0,1,23,1,100,8,81,1,115200
2008,12,3,0,2,20,1,100,8,81,2,115200
2008,12,3,0,2,21,1,100,6,63,1,58200
2008,12,3,1,2,25,1,100,6,63,1,50750
2008,12,3,0,1,21,1,100,6,63,2,148000
2008,12,4,0,2,20,1,100,8,81,2,260700
2008,12,3,0,2,22,8,826,10,101,1,156200
2008,12,4,0,1,19,2,200,7,71,1,20601
2008,12,3,0,2,20,1,100,6,63,1,45000
2008,12,3,0,2,24,1,100,6,63,1,15000
2008,12,1,1,2,21,1,100,5,50,1,30000
2008,12,4,0,2,22,2,200,6,63,3,106000
2008,12,3,0,2,23,2,200,7,71,2,14000
2008,12,4,0,1,23,1,100,7,71,2,0
2008,12,4,0,2,24,1,100,8,81,2,47800
2008,12,2,0,1,21,2,200,6,64,2,64000
2008,12,4,0,2,23,1,100,10,101,1,33500
2008,12,3,0,1,24,1,100,10,101,1,40000
2008,12,3,0,2,23,1,100,10,101,1,40000
2008,12,1,0,2,22,1,100,6,63,1,50700
2008,12,4,0,2,25,7,700,8,81,2,40000
2008,12,4,1,2,25,1,100,7,71,1,30000
2008,12,4,0,1,22,1,100,10,101,2,5000
2008,12,4,1,1,23,1,100,5,50,1,30000
2008,12,4,0,1,25,2,200,6,64,1,9999999
2008,12,2,0,2,23,1,100,10,101,1,93960
2008,12,0,0,1,25,2,200,6,63,1,9999999
2008,12,4,0,1,25,2,200,8,81,2,72950
2008,12,1,0,1,20,1,100,6,63,1,48400
2008,12,1,0,1,19,1,100,6,61,1,47000
2008,12,4,3,2,25,1,100,7,71,1,22600
2008,12,4,1,2,23,2,200,7,71,1,63600
2008,12,4,0,2,22,2,200,7,71,1,63600
2008,12,3,0,1,23,1,100,8,81,3,51300
2008,12,4,0,1,22,7,700,3,30,1,48000
2008,12,1,1,2,21,2,200,6,63,1,11600
2008,12,4,0,1,25,1,100,10,101,1,281000
2008,12,4,0,1,24,2,200,6,63,1,30000
2008,12,4,0,2,20,1,100,7,71,2,196000
2008,12,4,0,2,19,1,100,6,63,1,196000
2008,12,4,0,1,21,2,200,5,50,1,11700
2008,12,4,0,2,19,1,100,3,30,1,11700
2008,12,4,0,1,20,2,200,7,71,3,9999999
2008,12,0,1,2,25,2,200,10,101,3,37800
2008,12,3,0,1,22,1,100,7,71,1,23000
2008,12,3,0,1,24,1,100,7,71,1,30000
2008,12,3,0,2,22,2,200,7,71,1,35000
2008,12,3,0,1,20,1,100,6,63,1,142100
2008,12,4,1,2,25,7,700,6,63,1,3200
2008,12,4,2,2,22,2,200,6,63,1,47800
2008,12,0,0,1,23,7,700,4,40,1,9999999
2008,12,3,0,2,24,1,100,7,71,1,27000
2008,12,2,0,1,19,1,100,6,65,2,57500
2008,12,4,1,1,24,1,100,7,71,1,30000
2008,12,4,1,2,21,1,100,6,65,2,30000
2008,12,3,0,2,19,2,200,6,65,2,42000
2008,12,4,0,2,19,1,100,7,71,2,50064
2008,12,3,0,2,24,1,100,7,71,2,91501
2008,12,3,1,1,25,1,100,6,63,2,176400
2008,12,4,1,2,22,2,200,6,63,1,23000
2008,12,4,0,1,23,7,700,3,30,1,38400
2008,12,4,0,1,20,7,700,3,30,1,14400
2008,12,4,0,2,19,2,200,6,63,1,47000
2008,12,4,0,2,23,2,200,7,71,1,47000
2008,12,3,0,1,24,8,801,6,63,1,12000
2008,12,2,0,1,23,1,100,10,101,3,4000
2008,12,4,0,1,23,1,100,7,71,2,40620
2008,12,4,0,2,22,1,100,8,81,1,40620
2008,12,4,1,1,25,2,200,7,71,1,33600
2008,12,3,0,2,20,1,100,6,63,2,74000
2008,12,3,0,1,19,1,100,6,64,1,138000
2008,12,4,0,2,24,7,700,6,63,1,45300
2008,12,1,0,1,25,2,200,6,64,1,9999999
2008,12,3,1,1,25,6,610,7,71,1,63500
2008,12,3,1,2,24,6,610,10,101,1,63500
2008,12,4,0,1,20,1,100,8,81,2,34000
2008,12,4,0,2,23,8,801,10,101,1,5300
2008,12,4,0,2,21,1,100,7,71,2,1000
2008,12,4,0,1,24,1,100,10,101,2,5300
2008,12,3,1,2,24,1,100,6,63,1,3600
2008,12,4,0,1,19,1,100,6,63,1,107300
2008,12,2,0,1,21,1,100,6,63,1,140000
2008,12,3,0,2,20,1,100,6,63,1,14000
2008,12,4,0,1,20,1,100,7,71,2,6004
2008,12,2,0,1,25,1,100,8,81,2,24700
2008,12,2,0,1,25,1,100,6,64,1,10000
2008,12,3,0,1,19,1,100,4,40,1,11000
2008,12,3,0,2,25,6,610,8,81,2,66400
2008,12,4,0,1,24,8,814,10,101,1,60000
2008,12,4,0,2,20,1,100,6,61,1,12900
2008,12,4,0,2,24,8,830,7,71,2,26400
2008,12,0,0,1,25,1,100,6,63,1,81000
2008,13,3,0,1,21,1,100,6,63,1,148390
2008,13,4,0,1,19,2,200,5,50,1,9999999
2008,13,3,0,2,21,2,200,6,65,2,115000
2008,13,4,2,2,24,2,200,7,71,1,73000
2008,13,3,0,1,22,2,200,7,71,1,201200
2008,13,4,0,1,22,1,100,6,65,1,61630
2008,13,4,0,1,20,1,100,6,63,1,61630
2008,13,4,0,1,20,1,100,7,71,3,43000
2008,13,2,0,1,20,2,200,7,71,1,46500
2008,13,3,1,2,22,1,100,8,81,2,33000
2008,13,3,1,1,19,1,100,6,64,2,132000
2008,13,4,1,2,24,2,200,5,50,1,12000
2008,13,4,0,2,20,2,200,7,71,2,0
2008,13,2,0,2,25,2,200,6,63,1,6300
2008,13,0,0,1,21,1,100,6,63,2,78600
2008,13,1,0,2,22,2,200,7,71,2,17000
2008,13,3,0,1,20,1,100,7,71,2,102000
2008,13,3,0,1,23,2,200,7,71,2,123500
2008,13,4,2,2,23,2,200,6,63,1,39800
2008,13,3,0,1,22,2,200,6,63,1,67800
2008,13,1,1,2,25,2,200,6,63,1,52100
2008,13,1,0,1,23,1,100,7,71,2,21800
2008,13,4,0,1,25,1,100,6,64,3,7000
2008,13,3,0,1,25,2,200,7,71,1,30000
2008,13,3,0,1,19,1,100,6,61,2,23200
2008,13,3,0,2,19,1,100,7,71,2,105500
2008,13,1,1,2,21,1,100,6,63,1,68600
2008,13,1,1,1,25,1,100,7,71,1,68600
2008,13,3,0,2,23,2,200,10,101,1,261000
2008,13,1,1,1,22,1,100,6,63,1,40000
2008,13,1,1,2,21,1,100,5,50,1,40000
2008,13,3,2,2,25,1,100,3,30,1,0
2008,13,3,0,2,24,1,100,11,114,1,42500
2008,13,3,0,2,23,1,100,10,101,1,78500
2008,13,3,0,1,23,1,100,10,101,1,78500
2008,13,3,0,2,21,2,200,6,65,3,35000
2008,13,3,0,1,20,2,200,6,63,1,72400
2008,13,4,0,1,19,8,815,6,63,1,9999999
2008,13,0,0,2,21,1,100,2,26,1,10200
2008,13,2,0,2,24,6,620,6,63,3,0
2008,13,2,0,2,22,6,620,7,71,1,15000
2008,13,3,0,1,19,1,100,6,65,2,35000
2008,13,3,0,1,25,1,100,8,81,2,187700
2008,13,1,0,2,19,1,100,7,71,2,46130
